Data set,Source,Predation or Parasitism,Dim,Field?,Habitat,Fresh or Marine,Predator cellularity,Vert/invert,Major grouping 1,Major grouping 2,Predator scientific name,Predator type,Trophic level predator,Prey cellularity,Vert/invert,Major grouping 1,Major grouping 2,Prey,Prey scientific name,Prey type,Trophic level prey,Data type,Prey replaced?,Hours starved,Temp (C ),Interference,Pred per arena,2D Arena size (cm2) (bottom SA),3D arena size (cm3),Predator mass (mg),Predator mass source code,Mass code,Prey mass (mg),Prey mass source code,Prey mass regression code,Units of a,Data set,Number of bootstraps,Mean R2 of fits,AIC,Fitted a (median of BS samples),CI a low,CI a hi,Fittted h (day),CI h low,CI h hi,Notes 1
1618,Provencher and Coderre 1987 ENVIRON ENTOMOL,Predator,2.50,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Tetragnatha laboriosa,Wild caught juvenile,3.0,Metazoan,Invertebrate,Insect,Hemiptera,Bird cherry-oat aphid,Rhopalosiphum padi,Apterous immature,2.0,Raw data,N,24,22.0,,1,7.85E+01,1.57E+02,,,,1.63E-01,% adult mass,1,m^2.5 per pred per day,1618,200,0.12,22.07,3.85E-04,1.08E-04,1.57E-03,3.19E-01,8.66E-09,7.41E-01,
1619,Provencher and Coderre 1987 ENVIRON ENTOMOL,Predator,2.50,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Tetragnatha laboriosa,Wild caught juvenile,3.0,Metazoan,Invertebrate,Insect,Hemiptera,Corn leaf aphid,Rhopalosiphum maidis,Apterous immature,2.0,Raw data,N,24,22.0,,1,7.85E+01,1.57E+02,,,,1.40E-01,% adult mass,2,m^2.5 per pred per day,1619,200,0.39,32.26,2.73E-04,1.75E-04,4.48E-04,6.52E-09,7.60E-10,2.65E-01,
1620,Provencher and Coderre 1987 ENVIRON ENTOMOL,Predator,2.50,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Tetragnatha laboriosa,Wild caught juvenile,3.0,Metazoan,Invertebrate,Insect,Hemiptera,Bird cherry-oat aphid,Rhopalosiphum padi,Apterous immature,2.0,Raw data,N,24,22.0,,1,7.85E+01,1.57E+02,,,,1.63E-01,% adult mass,1,m^2.5 per pred per day,1620,200,0.27,24.59,1.57E-04,4.98E-05,2.74E-04,5.37E-08,3.39E-09,7.82E-01,1 Rhopalosiphum maidis present for every 4 Rhopalosiphum padi
1621,Provencher and Coderre 1987 ENVIRON ENTOMOL,Predator,2.50,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Tetragnatha laboriosa,Wild caught juvenile,3.0,Metazoan,Invertebrate,Insect,Hemiptera,Corn leaf aphid,Rhopalosiphum maidis,Apterous immature,2.0,Raw data,N,24,22.0,,1,7.85E+01,1.57E+02,,,,1.40E-01,% adult mass,2,m^2.5 per pred per day,1621,200,0.36,-7.61,1.48E-04,5.61E-05,3.39E-04,7.80E-08,1.27E-08,2.01E+00,4 Rhopalosiphum padi present for every 1 Rhopalosiphum maidis
1622,Provencher and Coderre 1987 ENVIRON ENTOMOL,Predator,2.50,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Tetragnatha laboriosa,Wild caught juvenile,3.0,Metazoan,Invertebrate,Insect,Hemiptera,Bird cherry-oat aphid,Rhopalosiphum padi,Apterous immature,2.0,Raw data,N,24,22.0,,1,7.85E+01,1.57E+02,,,,1.63E-01,% adult mass,1,m^2.5 per pred per day,1622,200,0.07,-13.89,1.30E-04,4.61E-05,5.20E-04,2.29E+00,6.29E-08,8.03E+00,4 Rhopalosiphum maidis present for every 1 Rhopalosiphum padi
1623,Provencher and Coderre 1987 ENVIRON ENTOMOL,Predator,2.50,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Tetragnatha laboriosa,Wild caught juvenile,3.0,Metazoan,Invertebrate,Insect,Hemiptera,Corn leaf aphid,Rhopalosiphum maidis,Apterous immature,2.0,Raw data,N,24,22.0,,1,7.85E+01,1.57E+02,,,,1.40E-01,% adult mass,2,m^2.5 per pred per day,1623,200,0.25,18.81,2.01E-04,1.03E-04,7.43E-04,9.79E-02,2.59E-09,6.86E-01,1 Rhopalosiphum padi present for every 4 Rhopalosiphum maidis
1624,Pekar 2005 BIO CONTROL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Zodarion rubidum,Juvenile,,Metazoan,Invertebrate,Insect,Hymenoptera,Pavement ant,Tetramorium caespitum,Wild caught,,Mean,Y,144,,,1,9.60E+00,,1.01E+01,Alternate order length,1,5.65E-01,Alternate species length,1,m^2 per pred per day,1624,200,0.21,258.41,2.62E-02,1.67E-02,3.97E-02,2.93E-02,2.37E-02,3.72E-02,
1625,Pekar 2005 BIO CONTROL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Zodarion rubidum,Juvenile,,Metazoan,Invertebrate,Insect,Hymenoptera,Pavement ant,Tetramorium caespitum,Wild caught,,Mean,Y,144,,,1,9.50E+01,,1.01E+01,Alternate order length,1,5.65E-01,Alternate species length,1,m^2 per pred per day,1625,200,0.04,340.05,7.53E-01,3.42E-01,3.57E+00,2.32E-02,1.81E-02,3.06E-02,
1626,Vucic-Pestic et al. 2010 PEDOBIO,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Pardosa lugubris ,"Adult female, wild caught",,Metazoan,Invertebrate,Hexapod,,Spring tail,Heteromurus nitidus ,Adult?,,Raw data,N,24,17.0,,1,5.28E+01,,1.01E+01,Alternate order length,1,1.82E-01,Alternate species mass,1,m^2 per pred per day,1626,200,0.87,106.43,5.80E-03,3.58E-03,8.44E-03,6.97E-03,3.47E-03,1.02E-02,Values in graph were logarithmic and hard to digitize accurately
1627,Vucic-Pestic et al. 2010 PEDOBIO,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Pardosa lugubris ,"Adult female, wild caught",,Metazoan,Invertebrate,Hexapod,,Spring tail,Heteromurus nitidus ,Adult?,,Raw data,N,24,17.0,,1,5.28E+01,,1.01E+01,Alternate order length,1,1.82E-01,Alternate species mass,1,m^2 per pred per day,1627,200,0.50,-28.01,1.14E-03,7.62E-04,1.93E-03,3.73E-01,3.16E-01,5.04E-01,Values in graph were logarithmic and hard to digitize accurately
1628,Schmidt et al. 2014 OCEOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Pardosa milvina,Adult female,,Metazoan,Invertebrate,Insect,Orthoptera,House cricket,Acheta domesticus,Adult?,,Raw data,N,168,,Y,1,7.09E+01,,2.50E+02,Alternate species mass,1,4.30E+01,Average species mass,4,m^2 per pred per day,1628,200,0.07,75.09,3.11E-02,9.79E-03,5.05E-01,3.12E-02,2.27E-02,3.86E-02,
1629,Schmidt et al. 2014 OCEOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Pardosa milvina,Adult female,,Metazoan,Invertebrate,Insect,Orthoptera,House cricket,Acheta domesticus,Adult?,,Raw data,N,168,,Y,2,1.54E+02,,2.50E+02,Alternate species mass,1,4.30E+01,Average species mass,4,m^2 per pred per day,1629,200,0.60,64.81,9.50E-03,6.52E-03,1.58E-02,2.07E-02,1.39E-02,2.90E-02,
1630,Schmidt et al. 2014 OCEOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Pardosa milvina,Adult female,,Metazoan,Invertebrate,Insect,Orthoptera,House cricket,Acheta domesticus,Adult?,,Raw data,N,168,,Y,4,3.30E+02,,2.50E+02,Alternate species mass,1,4.30E+01,Average species mass,4,m^2 per pred per day,1630,200,0.68,46.49,9.65E-03,7.26E-03,1.51E-02,1.85E-02,3.63E-03,3.87E-02,
1631,Schmidt et al. 2014 OCEOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Pardosa milvina,Adult female,,Metazoan,Invertebrate,Insect,Orthoptera,House cricket,Acheta domesticus,Adult?,,Raw data,N,168,,Y,8,5.11E+02,,2.50E+02,Alternate species mass,1,4.30E+01,Average species mass,4,m^2 per pred per day,1631,200,0.99,-12.24,6.18E-03,5.84E-03,6.82E-03,5.30E-03,4.08E-11,1.32E-02,
1632,Khan 2013 The Bioscan,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Pardosa altitudis,Adult female,3.0,Metazoan,Invertebrate,Insect,Hemiptera,Cabbage aphids,Brevicoryne brassicae ,Adult?,2.0,Mean,N,24,,,1,1.77E+02,,1.01E+01,Alternate order length,1,8.07E-01,Alternate species length,4,m^2 per pred per day,1632,200,0.52,329.36,2.84E-02,2.00E-02,3.94E-02,1.64E-02,1.30E-02,2.04E-02,
1633,Khan 2013 The Bioscan,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Leucauge celebesiana ,Adult female,3.0,Metazoan,Invertebrate,Insect,Hemiptera,Cabbage aphids,Brevicoryne brassicae ,Adult?,2.0,Mean,N,24,,,1,1.77E+02,,5.80E+01,Alternate species length,1,8.07E-01,Alternate species length,4,m^2 per pred per day,1633,200,0.46,302.73,2.90E-02,2.06E-02,3.84E-02,2.23E-02,1.80E-02,2.71E-02,
1634,Khan 2013 The Bioscan,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Neoscona rumpfi ,Adult female,3.0,Metazoan,Invertebrate,Insect,Hemiptera,Cabbage aphids,Brevicoryne brassicae ,Adult?,2.0,Mean,N,24,,,1,1.77E+02,,1.58E+02,Alternate genus length,2,8.07E-01,Alternate species length,4,m^2 per pred per day,1634,200,0.49,319.83,3.00E-02,2.08E-02,4.08E-02,1.88E-02,1.48E-02,2.24E-02,
1635,Khan 2013 The Bioscan,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Theridion manjithar ,Adult female,3.0,Metazoan,Invertebrate,Insect,Hemiptera,Cabbage aphids,Brevicoryne brassicae ,Adult?,2.0,Mean,N,24,,,1,1.77E+02,,1.01E+01,Alternate order length,1,8.07E-01,Alternate species length,4,m^2 per pred per day,1635,200,0.46,292.14,2.70E-02,1.93E-02,3.67E-02,2.38E-02,2.05E-02,2.82E-02,
1636,Monzo et al. 2008 BIOCONTROL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Pardosa cribata,"Adult, wild caught",3.0,Metazoan,Invertebrate,Insect,Diptera,Medfly,Ceratitis capitata,Adult,2.0,Mean,N,168,,,1,1.54E+02,,1.01E+01,Alternate order length,1,3.85E+00,Alternate species length,2,m^2 per pred per day,1636,200,0.12,85.76,3.02E-02,2.06E-02,4.73E-02,2.34E-01,1.86E-01,3.03E-01,"Raw data was also available, but decided to use data from table"
1637,Monzo et al. 2008 BIOCONTROL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Pardosa cribata,"Adult, wild caught",3.0,Metazoan,Invertebrate,Insect,Hemiptera,Green peach aphid,Myzus persicae,Adult,2.0,Mean,N,168,,,1,1.54E+02,,1.01E+01,Alternate order length,1,4.73E-01,Alternate species length,8,m^2 per pred per day,1637,200,0.68,294.80,1.87E-02,1.36E-02,2.43E-02,2.73E-02,2.10E-02,3.31E-02,"Raw data was also available, but decided to use data from table"
1638,Palanichamy 1983 PROC INDIAN ACAD SCI,Predator,2.50,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Cyrtophora cicatrosa ,Adult female,,Metazoan,Invertebrate,Insect,Diptera,Southern house mosquito,Culex fatigans ,Adult,,Mean,Y,24,30.0,,1,,2.50E-02,1.01E+01,Alternate order length,1,4.22E+01,Alternate order length,1,m^2.5 per pred per day,1638,200,0.88,104.66,2.44E-06,2.04E-06,2.97E-06,9.91E-03,7.74E-03,1.27E-02,Arena was not well described 
1639,Palanichamy 1983 PROC INDIAN ACAD SCI,Predator,2.50,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Cyrtophora cicatrosa ,Adult female,,Metazoan,Invertebrate,Insect,Diptera,Southern house mosquito,Culex fatigans ,Adult,,Mean,Y,24,30.0,,1,,5.00E-02,1.01E+01,Alternate order length,1,4.22E+01,Alternate order length,1,m^2.5 per pred per day,1639,200,0.88,106.48,4.71E-06,3.76E-06,5.60E-06,9.87E-03,7.60E-03,1.22E-02,
1640,Palanichamy 1983 PROC INDIAN ACAD SCI,Predator,2.50,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Cyrtophora cicatrosa ,Adult female,,Metazoan,Invertebrate,Insect,Diptera,Southern house mosquito,Culex fatigans ,Adult,,Mean,Y,24,30.0,,1,,1.00E-01,1.01E+01,Alternate order length,1,4.22E+01,Alternate order length,1,m^2.5 per pred per day,1640,200,0.83,136.91,1.08E-05,8.91E-06,1.34E-05,1.15E-02,1.02E-02,1.31E-02,
1641,Palanichamy 1983 PROC INDIAN ACAD SCI,Predator,2.50,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Cyrtophora cicatrosa ,Adult female,,Metazoan,Invertebrate,Insect,Diptera,Southern house mosquito,Culex fatigans ,Adult,,Mean,Y,24,30.0,,1,,2.00E-01,1.01E+01,Alternate order length,1,4.22E+01,Alternate order length,1,m^2.5 per pred per day,1641,200,0.87,132.38,1.96E-05,1.66E-05,2.27E-05,1.07E-02,9.31E-03,1.23E-02,
1642,Palanichamy 1983 PROC INDIAN ACAD SCI,Predator,2.50,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Cyrtophora cicatrosa ,Adult female,,Metazoan,Invertebrate,Insect,Diptera,Southern house mosquito,Culex fatigans ,Adult,,Mean,Y,24,30.0,,1,,5.00E-01,1.01E+01,Alternate order length,1,4.22E+01,Alternate order length,1,m^2.5 per pred per day,1642,200,0.79,150.88,4.52E-05,3.35E-05,5.71E-05,1.04E-02,8.49E-03,1.24E-02,
1643,Palanichamy 1983 PROC INDIAN ACAD SCI,Predator,2.50,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Cyrtophora cicatrosa ,Adult female,,Metazoan,Invertebrate,Insect,Diptera,Southern house mosquito,Culex fatigans ,Adult,,Mean,Y,24,30.0,,1,,1.00E+00,1.01E+01,Alternate order length,1,4.22E+01,Alternate order length,1,m^2.5 per pred per day,1643,200,0.85,138.29,9.05E-05,7.02E-05,1.12E-04,1.03E-02,8.78E-03,1.15E-02,
1644,Palanichamy 1983 PROC INDIAN ACAD SCI,Predator,2.50,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Marpissa calcutaensis ,Adult female,,Metazoan,Invertebrate,Insect,Diptera,Southern house mosquito,Culex fatigans ,Adult,,Mean,Y,24,30.0,,1,,2.50E-02,1.01E+01,Alternate order length,1,4.22E+01,Alternate order length,1,m^2.5 per pred per day,1644,200,0.86,110.43,2.63E-06,2.01E-06,3.38E-06,9.55E-03,6.89E-03,1.26E-02,
1645,Palanichamy 1983 PROC INDIAN ACAD SCI,Predator,2.50,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Marpissa calcutaensis ,Adult female,,Metazoan,Invertebrate,Insect,Diptera,Southern house mosquito,Culex fatigans ,Adult,,Mean,Y,24,30.0,,1,,5.00E-02,1.01E+01,Alternate order length,1,4.22E+01,Alternate order length,1,m^2.5 per pred per day,1645,200,0.81,117.66,5.39E-06,4.12E-06,7.56E-06,9.78E-03,7.61E-03,1.30E-02,
1646,Palanichamy 1983 PROC INDIAN ACAD SCI,Predator,2.50,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Marpissa calcutaensis ,Adult female,,Metazoan,Invertebrate,Insect,Diptera,Southern house mosquito,Culex fatigans ,Adult,,Mean,Y,24,30.0,,1,,1.00E-01,1.01E+01,Alternate order length,1,4.22E+01,Alternate order length,1,m^2.5 per pred per day,1646,200,0.78,151.03,1.12E-05,8.88E-06,1.43E-05,1.05E-02,8.74E-03,1.26E-02,
1647,Palanichamy 1983 PROC INDIAN ACAD SCI,Predator,2.50,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Marpissa calcutaensis ,Adult female,,Metazoan,Invertebrate,Insect,Diptera,Southern house mosquito,Culex fatigans ,Adult,,Mean,Y,24,30.0,,1,,2.00E-01,1.01E+01,Alternate order length,1,4.22E+01,Alternate order length,1,m^2.5 per pred per day,1647,200,0.83,142.70,2.10E-05,1.68E-05,2.63E-05,1.03E-02,9.01E-03,1.19E-02,
1648,Palanichamy 1983 PROC INDIAN ACAD SCI,Predator,2.50,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Marpissa calcutaensis ,Adult female,,Metazoan,Invertebrate,Insect,Diptera,Southern house mosquito,Culex fatigans ,Adult,,Mean,Y,24,30.0,,1,,5.00E-01,1.01E+01,Alternate order length,1,4.22E+01,Alternate order length,1,m^2.5 per pred per day,1648,200,0.84,140.43,4.86E-05,4.03E-05,6.13E-05,1.01E-02,8.96E-03,1.20E-02,
1649,Palanichamy 1983 PROC INDIAN ACAD SCI,Predator,2.50,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Marpissa calcutaensis ,Adult female,,Metazoan,Invertebrate,Insect,Diptera,Southern house mosquito,Culex fatigans ,Adult,,Mean,Y,24,30.0,,1,,1.00E+00,1.01E+01,Alternate order length,1,4.22E+01,Alternate order length,1,m^2.5 per pred per day,1649,200,0.82,144.78,9.43E-05,7.34E-05,1.18E-04,1.00E-02,8.51E-03,1.15E-02,
1650,Buckel and Stoner 2000 J EXP MAR BIO ECOL,Predator,3.00,,Aquatic,Marine,Metazoan,Vertebrate,Fish,Perciformes,Pomatomus saltatrix,Young of the year E,,Metazoan,Vertebrate,Fish,,"Atlantic silverside, Striped bass","Menidia menidia, Morone saxatilis",Small,,Mean,N,12,20.5,,1,,2.49E+06,8.14E+03,Original species length,4,5.22E+03,Original length,1,m^3 per pred per day,1650,200,0.63,110.70,3.07E+01,1.71E+01,4.64E+01,4.93E-03,7.56E-05,8.20E-03,
1651,Buckel and Stoner 2000 J EXP MAR BIO ECOL,Predator,3.00,,Aquatic,Marine,Metazoan,Vertebrate,Fish,Perciformes,Pomatomus saltatrix,Young of the year F,,Metazoan,Vertebrate,Fish,,"Atlantic silverside, Striped bass","Menidia menidia, Morone saxatilis",Large,,Mean,N,24,20.5,,1,,2.49E+06,4.38E+04,Original species length,3,3.02E+04,Original length,2,m^3 per pred per day,1651,200,0.17,64.06,3.60E+01,9.74E+00,3.62E+02,2.96E-02,1.62E-02,4.60E-02,
1652,Buckel and Stoner 2000 J EXP MAR BIO ECOL,Predator,3.00,,Aquatic,Marine,Metazoan,Vertebrate,Fish,Perciformes,Pomatomus saltatrix,Young of the year G,,Metazoan,Vertebrate,Fish,Perciformes,Striped bass,Morone saxatilis,Juvenile C,,Mean,N,24,20.5,,1,,2.49E+06,2.16E+04,Original species length,2,9.57E+02,Original speices length,3,m^3 per pred per day,1652,200,0.42,81.39,3.17E+01,1.81E+01,6.89E+01,2.77E-02,1.90E-02,3.94E-02,
1653,Hassanpour et al 2011 INS SCI,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Neuroptera,Chrysoperla carnea,3rd instar,3.0,Metazoan,Invertebrate,Insect,Lepidoptera,Cotton bollworm,Helicoverpa armigera,Egg,2.0,Raw data,N,12,26.0,,1,1.96E+01,,4.97E+00,Alternate species length,3,2.05E-03,Alternate species length,2,m^2 per pred per day,1653,200,0.96,199.62,7.31E-03,4.93E-03,1.02E-02,1.02E-03,1.32E-10,1.60E-03,
1654,Hassanpour et al 2011 INS SCI,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Neuroptera,Chrysoperla carnea,3rd instar,3.0,Metazoan,Invertebrate,Insect,Lepidoptera,Cotton bollworm,Helicoverpa armigera,1st instar,2.0,Raw data,N,12,26.0,,1,1.96E+01,,4.97E+00,Alternate species length,3,2.58E+00,Alternate species mass,3,m^2 per pred per day,1654,200,0.98,122.92,8.22E-03,7.47E-03,9.19E-03,1.11E-03,5.78E-04,1.81E-03,
1655,Parajulee 2006 ENVIRON ENTOMOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Nabis capsiformis,Adult,3.0,Metazoan,Invertebrate,Insect,Lepidoptera,Corn earworm/Cotton bollworm,Helicoverpa zea,Egg,2.0,Mean,N,,29.0,,1,,,4.15E+01,Alternate species length,1,2.68E-03,Alternate species length,Family,m^2 per pred per day,1655,200,0.30,82.36,5.91E-04,3.97E-04,9.88E-04,4.09E-08,1.70E-09,1.22E-01,
1656,Parajulee 2006 ENVIRON ENTOMOL,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius insidiosus,Adult,3.0,Metazoan,Invertebrate,Insect,Lepidoptera,Corn earworm/Cotton bollworm,Helicoverpa zea,Egg,2.0,Mean,N,,29.0,,1,,,2.35E-01,Average species mass,3,2.68E-03,Alternate species length,Family,m^2 per pred per day,1656,200,0.23,11.90,8.64E-04,5.66E-04,1.81E-03,4.32E-01,2.45E-01,7.12E-01,
1657,Shrestha and Enkegaard 2013 J INS SCI,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Neuroptera,Chrysoperla carnea,3rd instar,3.0,Metazoan,Invertebrate,Insect,Hemiptera,,Nasonovia ribisnigri,3rd and 4th instar,2.0,Mean,N,24,25.0,,1,5.03E+01,,4.97E+00,Alternate species length,3,1.95E-01,% adult mass,4,m^2 per pred per day,1657,200,0.66,433.51,3.78E-02,2.58E-02,4.99E-02,1.22E-03,8.12E-06,2.01E-03,
1658,Shrestha and Enkegaard 2013 J INS SCI,Predator,2.00,,Terrestrial,,Metazoan,Invertebrate,Insect,Neuroptera,Chrysoperla carnea,3rd instar,,Metazoan,Invertebrate,Insect,Thysanoptera,,Frankliniella occidentalis,1st and 2nd instar,,Mean,N,24,25.0,,1,5.03E+01,,4.97E+00,Alternate species length,3,4.17E-02,Alternate species length,2,m^2 per pred per day,1658,200,0.85,442.70,3.09E-02,2.98E-02,3.23E-02,2.56E-11,2.10E-11,3.14E-11,
1659,Hassell et al 1977 J OF ANIMAL ECOLOGY,Parasitoid,2.50,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenopteran,Aphidius uzbeckistanicus,Adult?,3.0,Metazoan,Invertebrate,Insect,Hemiptera,,Hylopteroides humilis,3rd instar,2.0,Mean,N,,15.0,,1,7.70E+01,1.66E+03,8.07E-01,Alternate species length,1,1.04E-01,% adult mass,1,m^2.5 per pred per day,1659,200,0.90,47.78,3.82E-03,3.24E-03,4.78E-03,3.18E-08,2.78E-10,9.80E-03,
1660,Hassell et al 1977 J OF ANIMAL ECOLOGY,Parasitoid,2.50,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenopteran,Aphidius uzbeckistanicus,Adult?,3.0,Metazoan,Invertebrate,Insect,Hemiptera,,Metopolophium dirhodum,Adult?,2.0,Mean,N,,15.0,,1,7.70E+01,1.66E+03,8.07E-01,Alternate species length,1,8.07E-01,Alternate species length,1,m^2.5 per pred per day,1660,200,0.93,39.08,7.53E-03,6.19E-03,9.28E-03,1.42E-02,9.61E-03,2.08E-02,
1661,Turnbull 1962 CANADIAN ENTOMOL,Predator,2.50,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Linyphia triangularis,1st instar,,Metazoan,Invertebrate,Insect,Diptera,,Drosophila melanogaster,Adult,,Mean,N,,19.5,,1,2.03E+01,1.80E+02,,,,9.38E-01,Average species mass,6,m^2.5 per pred per day,1661,200,0.39,549.52,7.68E-04,6.84E-04,8.61E-04,1.05E-08,3.16E-09,1.23E-07,
1662,Turnbull 1962 CANADIAN ENTOMOL,Predator,2.50,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Linyphia triangularis,2nd instar,,Metazoan,Invertebrate,Insect,Diptera,,Drosophila melanogaster,Adult,,Mean,N,,19.5,,1,2.03E+01,1.80E+02,,,,9.38E-01,Average species mass,6,m^2.5 per pred per day,1662,200,0.40,1206.74,2.00E-03,1.77E-03,2.26E-03,1.36E-09,9.93E-10,2.80E-08,
1663,Turnbull 1962 CANADIAN ENTOMOL,Predator,2.50,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Linyphia triangularis,3rd instar,,Metazoan,Invertebrate,Insect,Diptera,,Drosophila melanogaster,Adult,,Mean,N,,19.5,,1,2.03E+01,1.80E+02,,,,9.38E-01,Average species mass,6,m^2.5 per pred per day,1663,200,0.37,1276.82,2.78E-03,2.48E-03,3.13E-03,9.69E-10,7.23E-10,1.99E-08,
1664,Turnbull 1962 CANADIAN ENTOMOL,Predator,2.50,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Linyphia triangularis,4th instar,,Metazoan,Invertebrate,Insect,Diptera,,Drosophila melanogaster,Adult,,Mean,N,,19.5,,1,2.03E+01,1.80E+02,,,,9.38E-01,Average species mass,6,m^2.5 per pred per day,1664,200,0.27,1130.27,3.75E-03,3.34E-03,4.18E-03,1.09E-09,6.93E-10,1.51E-08,
1665,Turnbull 1962 CANADIAN ENTOMOL,Predator,2.50,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Linyphia triangularis,Adult female,,Metazoan,Invertebrate,Insect,Diptera,,Drosophila melanogaster,Adult,,Mean,N,,19.5,,1,2.03E+01,1.80E+02,2.26E+01,Alternate species length,1,9.38E-01,Average species mass,6,m^2.5 per pred per day,1665,200,0.22,1017.27,3.68E-03,3.15E-03,4.21E-03,9.46E-09,5.39E-10,1.41E-08,
1666,Turnbull 1962 CANADIAN ENTOMOL,Predator,2.50,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Spider,Linyphia triangularis,Adult male,,Metazoan,Invertebrate,Insect,Diptera,,Drosophila melanogaster,Adult,,Mean,N,,19.5,,1,2.03E+01,1.80E+02,1.37E+01,Alternate species length,2,9.38E-01,Average species mass,6,m^2.5 per pred per day,1666,200,0.16,384.57,7.56E-04,6.75E-04,8.44E-04,2.06E-08,6.80E-09,5.92E-03,
1667,Townsend and Risebrow 1982 OEC,Predator,3.00,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Cypriniformes,Abramis brama,Underyearling,3.0,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia magna,Adult?,2.0,Mean,N,24,25.0,,1,,1.80E+03,3.54E+03,Original species length,2,8.16E-01,Average species mass,22,m^3 per pred per day,1667,200,0.65,1161.75,3.89E-02,2.51E-02,5.49E-02,2.35E-04,7.13E-11,5.44E-04,Light = 1.25 Lux
1668,Koski and Johnson 2002,Predator,3.00,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Salmoniformes,Oncorhynchus nerka,"Fingerling, 2m old",3.0,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia,Daphnia spp.,,2.0,Raw data,Y,19.7,19.0,,1,,3.50E+04,3.00E+03,Original species mass,1,5.92E-01,Average genus mass,8,m^3 per pred per day,1668,200,0.56,565.60,2.56E+00,2.18E+00,8.10E+00,1.15E-12,4.17E-14,1.83E-05,30 Lux
1669,DeMott 1982 LIMNO OCEANO,Predator,3.00,,Aquatic,Fresh,Metazoan,Invertebrate,Crustacean,Cladoceran,Daphnia rosea ,Adult female,2.0,Unicell,Algae,Chlorophyte,,,Chlamydomonas reinhardi,,1.0,Mean,N,0.666666667,15.0,,20,,9.00E+02,3.42E-01,Alternate species mass,7,1.32E-07,Average species mass,3,m^3 per pred per day,1669,200,0.95,198.28,2.28E-05,1.80E-05,2.75E-05,4.12E-06,3.68E-06,4.64E-06,
